#1
# columns: time outdoor_damper_min_position outdoor_damper heating_coil minimum_outdoor_damper return_damper supply_air_temperature software_reset supply_fan_status_input supply_fan_speed_input cooling_coil mixed_air_temperature freeze_protection_stage chilled_water_pump_enable return_damper_command outdoor_damper_command minimum_outdoor_damper_command supply_fan_status supply_fan_speed cooling_coil_command heating_coil_command hot_water_plant_request alarm_level
double G36_multizone_vav_freeze_protection_reference(111,23)
0.0 0.2 0.62 0.31 0.17 0.73 281.15 0.0 1.0 0.58 0.44 300.15 0.0 0.0 0.73 0.62 0.17 1.0 0.58 0.44 0.31 0.0 0.0
60.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 0.0 0.0 0.73 0.62 0.17 1.0 0.58 0.44 0.31 0.0 0.0
120.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 0.0 0.0 0.73 0.62 0.17 1.0 0.58 0.44 0.31 0.0 0.0
180.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 0.0 0.0 0.73 0.62 0.17 1.0 0.58 0.44 0.31 0.0 0.0
240.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 0.0 0.0 0.73 0.62 0.17 1.0 0.58 0.44 0.31 0.0 0.0
300.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 0.0 0.0 0.73 0.62 0.17 1.0 0.58 0.44 0.31 0.0 0.0
360.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 1.0 2.0 0.0
420.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 0.0 2.0 0.0
480.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 1.0 2.0 0.0
540.0 0.2 0.62 0.31 0.17 0.73 277.15 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 0.0 2.0 0.0
600.0 0.2 0.62 0.31 0.17 0.73 280.34999999999997 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 1.0 2.0 0.0
660.0 0.2 0.62 0.31 0.17 0.73 280.34999999999997 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 0.0 2.0 0.0
720.0 0.2 0.62 0.31 0.17 0.73 280.34999999999997 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 1.0 2.0 0.0
780.0 0.2 0.62 0.31 0.17 0.73 280.34999999999997 0.0 1.0 0.58 0.44 300.15 1.0 0.0 0.73 0.2 0.17 1.0 0.58 0.44 0.0 2.0 0.0
