#1
# columns: time building_pressure supply_fan_status averaged_building_pressure relief_damper_status relief_fan_status relief_fan_speed
double G36_multizone_vav_relief_fan_reference(30,7)
0.0 12.0 0.0 0.0 0.0 0.0 0.0
60.0 12.0 0.0 11.999800003333279 0.0 0.0 0.0
120.0 12.0 0.0 11.999900000833327 0.0 0.0 0.0
180.0 12.0 0.0 11.999933333703702 0.0 0.0 0.0
240.0 12.0 0.0 11.999950000208333 0.0 0.0 0.0
300.0 18.0 1.0 13.2 1.0 0.0 0.0
360.0 18.0 1.0 14.4 1.0 0.0 0.0
420.0 18.0 1.0 15.6 1.0 0.0 0.0
480.0 18.0 1.0 16.8 1.0 0.0 0.0
540.0 18.0 1.0 18.0 1.0 0.0 0.0
600.0 18.0 1.0 18.0 1.0 0.0 0.0
660.0 18.0 1.0 18.0 1.0 0.0 0.0
720.0 18.0 1.0 18.0 1.0 0.0 0.0
780.0 18.0 1.0 18.0 1.0 0.0 0.0
840.0 18.0 1.0 18.0 1.0 1.0 0.5
900.0 18.0 1.0 18.0 1.0 1.0 0.5
960.0 18.0 1.0 18.0 1.0 1.0 0.5
1020.0 18.0 1.0 18.0 1.0 1.0 0.5
1080.0 12.0 1.0 16.8 1.0 1.0 0.40000000000000013
1140.0 12.0 1.0 15.6 1.0 1.0 0.30000000000000004
1200.0 12.0 1.0 14.4 1.0 1.0 0.19999999999999996
1260.0 12.0 1.0 13.2 1.0 1.0 0.09999999999999987
1320.0 12.0 1.0 12.0 1.0 1.0 0.0
1380.0 12.0 1.0 12.0 1.0 1.0 0.0
1440.0 12.0 1.0 12.0 1.0 1.0 0.0
1500.0 12.0 1.0 12.0 1.0 1.0 0.0
1560.0 12.0 1.0 12.0 1.0 0.0 0.0
1620.0 12.0 1.0 12.0 0.0 0.0 0.0
1680.0 12.0 1.0 12.0 0.0 0.0 0.0
1740.0 12.0 1.0 12.0 0.0 0.0 0.0
