#1
# columns: time zone_temperature cooling_setpoint heating_setpoint window_status occupancy_status operating_mode co2_setpoint co2_concentration discharge_air_temperature supply_air_temperature discharge_airflow airflow_override_index damper_override_index supply_fan_status airflow_setpoint damper_command adjusted_population_flow adjusted_area_flow minimum_outdoor_airflow zone_temperature_reset_request zone_pressure_reset_request low_airflow_alarm airflow_sensor_alarm leaking_damper_alarm
double G36_cooling_only_controller_reference(1441,25)
0.0 299.15 297.15 293.15 0.0 1.0 1.0 894.0 600.0 288.15 287.15 1.2 0.0 0.0 1.0 0.30000000000000004 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0
60.0 299.16745323713894 297.15 293.15 0.0 1.0 1.0 894.0 605.2358382285378 288.15 287.15277777777777 1.2078537573428065 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0
120.0 299.18490614199345 297.15 293.15 0.0 1.0 1.0 894.0 610.4707793231493 288.15 287.1555555555555 1.215706168984724 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.0
180.0 299.20235838228535 297.15 293.15 0.0 1.0 1.0 894.0 615.7039263036274 288.15 287.1583333333333 1.223555889455441 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 4.0
240.0 299.2198096257491 297.15 293.15 0.0 1.0 1.0 894.0 620.9343824971776 288.15 287.1611111111111 1.2314015737457662 0.0 0.0 1.0 0.0 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 4.0
300.0 299.2372595401382 297.15 293.15 0.0 1.0 1.0 894.0 626.1612516920572 288.15 287.1638888888889 1.2392418775380858 0.0 0.0 1.0 0.09483420489240477 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 4.0
360.0 299.2547077932315 297.15 293.15 0.0 1.0 1.0 894.0 631.383638291138 288.15 287.16666666666663 1.247075457436707 0.0 0.0 1.0 0.11832403825777876 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 4.0
420.0 299.27215405283926 297.15 293.15 0.0 1.0 1.0 894.0 636.6006474653609 288.15 287.1694444444444 1.2549009711980414 0.0 0.0 1.0 0.14198805513125878 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 4.0
480.0 299.28959798681 297.15 293.15 0.0 1.0 1.0 894.0 641.8113853070614 288.15 287.1722222222222 1.262717077960592 0.0 0.0 1.0 0.16582618575526453 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 4.0
540.0 299.30703926303624 297.15 293.15 0.0 1.0 1.0 894.0 647.0149589831351 288.15 287.17499999999995 1.2705224384747025 0.0 0.0 1.0 0.18983835705730034 0.0 0.0 0.0 0.0 2.0 0.0 0.0 0.0 4.0
