#1
# columns: time cooling_setpoint zone_temperature heating_setpoint cooling_loop_signal heating_loop_signal
double G36_thermal_zones_control_loops_reference(54,6)
0.0 297.15 295.15 293.15 0.0 0.0
60.0 297.15 317.15 293.15 1.0 0.0
120.0 297.15 317.15 293.15 0.0 0.0
180.0 297.15 317.15 293.15 0.1333333333333333 0.0
240.0 297.15 317.15 293.15 0.2666666666666666 0.0
300.0 297.15 317.15 293.15 0.3999999999999999 0.0
360.0 297.15 317.15 293.15 0.5333333333333332 0.0
420.0 297.15 317.15 293.15 0.6666666666666665 0.0
480.0 297.15 317.15 293.15 0.7999999999999998 0.0
540.0 297.15 317.15 293.15 0.9333333333333331 0.0
600.0 297.15 317.15 293.15 1.0 0.0
660.0 297.15 317.15 293.15 1.0 0.0
720.0 297.15 317.15 293.15 1.0 0.0
780.0 297.15 317.15 293.15 1.0 0.0
840.0 297.15 317.15 293.15 1.0 0.0
900.0 297.15 317.15 293.15 1.0 0.0
960.0 297.15 317.15 293.15 1.0 0.0
1020.0 297.15 317.15 293.15 1.0 0.0
1080.0 297.15 317.15 293.15 1.0 0.0
1140.0 297.15 317.15 293.15 1.0 0.0
1200.0 297.15 317.15 293.15 1.0 0.0
1260.0 297.15 317.15 293.15 1.0 0.0
1320.0 297.15 317.15 293.15 1.0 0.0
1380.0 297.15 317.15 293.15 1.0 0.0
1440.0 297.15 317.15 293.15 1.0 0.0
1500.0 297.15 317.15 293.15 1.0 0.0
1560.0 297.15 317.15 293.15 1.0 0.0
1620.0 297.15 317.15 293.15 1.0 0.0
1680.0 297.15 295.15 270.0 0.1662350161987743 0.0
1740.0 297.15 295.15 270.0 0.15290168286544098 0.0
1800.0 297.15 295.15 270.0 0.13956834953210767 0.0
1860.0 297.15 295.15 270.0 0.12623501619877436 0.0
1920.0 297.15 287.15 270.0 0.0 0.0
1980.0 297.15 287.15 270.0 0.0 0.0
2040.0 297.15 287.15 270.0 0.0 0.0
2100.0 297.15 287.15 270.0 0.0 0.0
2160.0 297.15 287.15 270.0 0.0 0.0
2220.0 297.15 287.15 270.0 0.0 0.0
2280.0 297.15 297.65 270.0 0.28416417405410005 0.0
2340.0 297.15 297.7 270.0 0.0050000000000011355 0.0
2400.0 297.15 297.74 270.0 0.012666666666669928 0.0
2460.0 297.15 297.77 270.0 0.019600000000000742 0.0
2520.0 320.0 283.15 293.15 0.0 1.0
2580.0 320.0 283.15 293.15 0.0 0.0
2640.0 320.0 283.15 293.15 0.0 0.06666666666666665
2700.0 320.0 283.15 293.15 0.0 0.1333333333333333
2760.0 320.0 283.15 293.15 0.0 0.19999999999999996
2820.0 320.0 283.15 293.15 0.0 0.2666666666666666
2880.0 320.0 310.0 293.15 0.0 0.0
2940.0 320.0 283.15 293.15 0.0 0.3951975308641975
3000.0 320.0 283.15 293.15 0.0 0.0
3060.0 320.0 283.15 293.15 0.0 0.06666666666666665
3120.0 294.0 295.0 296.0 0.2642998875920187 0.0
3180.0 297.15 295.15 293.15 0.0 0.0
