#1
# columns: time window_status occupancy_status operating_mode co2_setpoint co2_concentration zone_temperature discharge_air_temperature adjusted_population_flow occupied_minimum_flow adjusted_area_flow minimum_outdoor_airflow
double G36_ventilation_zones_ashrae62_1_setpoints_reference(60,12)
0.0 1.0 1.0 1.0 900.0 650.0 297.0 297.5 0.0 0.5 0.006 0.0075
60.0 1.0 1.0 1.0 900.0 650.0 297.0 297.5 0.0 0.5 0.006 0.0075
120.0 1.0 1.0 1.0 900.0 650.0 297.0 297.5 0.0 0.5 0.006 0.0075
180.0 1.0 1.0 1.0 900.0 650.0 297.0 297.5 0.0 0.5 0.006 0.0075
240.0 1.0 1.0 1.0 900.0 650.0 297.0 297.5 0.0 0.5 0.006 0.0075
300.0 1.0 1.0 1.0 900.0 650.0 297.0 297.5 0.0 0.5 0.006 0.0075
360.0 1.0 1.0 1.0 900.0 700.0 297.0 297.5 0.0 0.5 0.006 0.0075
420.0 1.0 1.0 1.0 900.0 750.0 297.0 297.5 0.00125 0.75 0.006 0.0090625
480.0 1.0 1.0 1.0 900.0 800.0 297.0 297.5 0.0025 1.0 0.006 0.010625
540.0 1.0 1.0 1.0 900.0 850.0 297.0 297.5 0.00375 1.25 0.006 0.012187499999999999
600.0 1.0 1.0 1.0 900.0 900.0 297.0 297.5 0.005 1.5 0.006 0.013749999999999998
660.0 1.0 1.0 1.0 900.0 950.0 297.0 297.5 0.005 1.5 0.006 0.013749999999999998
720.0 1.0 1.0 1.0 900.0 1000.0 297.0 297.5 0.005 1.5 0.006 0.013749999999999998
780.0 1.0 1.0 1.0 900.0 1050.0 297.0 297.5 0.005 1.5 0.006 0.013749999999999998
840.0 1.0 1.0 1.0 900.0 800.0 297.6 297.5 0.0025 1.0 0.006 0.0085
900.0 1.0 1.0 1.0 900.0 800.0 297.4 297.5 0.0025 1.0 0.006 0.0085
960.0 1.0 1.0 1.0 900.0 800.0 297.3 297.5 0.0025 1.0 0.006 0.0085
