#1
# columns: time after_suppression cooling_setpoint zone_temperature cooling_loop airflow_setpoint discharge_airflow damper_position zone_temperature_reset_request zone_pressure_reset_request
double G36_cooling_only_system_requests_reference(31,10)
0.0 0.0 295.0 295.0 0.0 0.0 0.1 0.0 0.0 0.0
60.0 1.0 295.0 298.5 1.0 1.0 0.2 1.0 0.0 0.0
120.0 1.0 295.0 298.5 1.0 1.0 0.2 1.0 1.0 1.0
180.0 1.0 295.0 298.5 1.0 1.0 0.2 1.0 3.0 3.0
240.0 1.0 295.0 297.9 0.0 1.0 0.6 1.0 3.0 2.0
300.0 1.0 295.0 297.7 0.0 0.0 0.8 1.0 2.0 2.0
360.0 1.0 295.0 295.0 0.0 0.0 0.8 1.0 0.0 1.0
420.0 1.0 295.0 297.5 0.0 0.006 0.001 1.0 0.0 1.0
480.0 1.0 295.0 295.0 0.0 0.006 0.001 1.0 0.0 1.0
540.0 1.0 295.0 297.5 0.0 0.006 0.001 0.945 0.0 1.0
600.0 1.0 295.0 297.5 0.0 0.0 0.1 0.945 0.0 1.0
660.0 1.0 295.0 297.5 0.0 0.0 0.1 0.93 2.0 1.0
720.0 1.0 295.0 295.0 1.0 0.0 0.1 0.93 1.0 0.0
780.0 1.0 295.0 295.0 0.945 0.0 0.1 0.0 1.0 0.0
840.0 1.0 295.0 295.0 0.945 0.0 0.1 0.0 1.0 0.0
900.0 1.0 295.0 295.0 0.93 0.0 0.1 0.0 1.0 0.0
960.0 1.0 295.0 295.0 0.93 0.0 0.1 0.0 0.0 0.0
1020.0 0.0 295.0 298.5 1.0 0.0 0.1 0.0 0.0 0.0
1080.0 0.0 295.0 298.5 1.0 0.0 0.1 0.0 1.0 0.0
1140.0 0.0 295.0 298.5 1.0 0.0 0.1 0.0 1.0 0.0
1200.0 1.0 295.0 295.0 0.0 0.0 0.1 0.0 0.0 0.0
1260.0 1.0 295.0 295.0 0.0 1.0 0.49 1.0 0.0 0.0
1320.0 1.0 295.0 295.0 0.0 1.0 0.49 1.0 0.0 1.0
1380.0 1.0 295.0 295.0 0.0 1.0 0.505 1.0 0.0 3.0
1440.0 1.0 295.0 295.0 0.0 1.0 0.505 1.0 0.0 3.0
1500.0 1.0 295.0 295.0 0.0 1.0 0.515 1.0 0.0 3.0
1560.0 1.0 295.0 295.0 0.0 1.0 0.515 1.0 0.0 2.0
1620.0 1.0 295.0 295.0 0.0 1.0 0.705 1.0 0.0 2.0
1680.0 1.0 295.0 295.0 0.0 1.0 0.705 1.0 0.0 2.0
1740.0 1.0 295.0 295.0 0.0 1.0 0.715 1.0 0.0 2.0
1800.0 1.0 295.0 295.0 0.0 1.0 0.715 1.0 0.0 1.0
