#1
# columns: time heating_control cooling_control zone_state
double G36_thermal_zones_zone_states_reference(44,4)
0.0 0.0 0.0 2.0
60.0 0.05 0.0 2.0
120.0 0.051 0.0 1.0
180.0 0.03 0.0 1.0
240.0 0.01 0.0 1.0
300.0 0.009 0.0 2.0
360.0 0.0 0.05 2.0
420.0 0.0 0.051 3.0
480.0 0.0 0.03 3.0
540.0 0.0 0.01 3.0
600.0 0.0 0.009 2.0
660.0 0.08 0.06 1.0
720.0 0.07 0.065 1.0
780.0 0.061 0.07 1.0
840.0 0.06 0.071 3.0
900.0 0.07 0.065 3.0
960.0 0.079 0.07 3.0
1020.0 0.081 0.07 1.0
1080.0 0.075 0.075 1.0
1140.0 0.07 0.081 3.0
1200.0 0.075 0.075 3.0
1260.0 0.081 0.07 1.0
1320.0 0.0 0.03 3.0
1380.0 0.0 0.01 3.0
1440.0 0.0 0.009 2.0
1500.0 0.03 0.0 2.0
1560.0 0.06 0.0 1.0
1620.0 0.03 0.0 1.0
1680.0 0.009 0.0 2.0
1740.0 0.07 0.06 1.0
1800.0 0.04 0.03 1.0
1860.0 0.009 0.03 3.0
1920.0 0.009 0.009 2.0
1980.0 0.0 0.0 2.0
2040.0 0.06 0.0 1.0
2100.0 0.06 0.0 1.0
2160.0 0.0 0.0 2.0
2220.0 0.0 0.06 3.0
2280.0 0.0 0.06 3.0
2340.0 0.0 0.0 2.0
2400.0 0.06 0.08 3.0
2460.0 0.08 0.06 1.0
2520.0 0.08 0.06 1.0
2580.0 0.0 0.0 2.0
