#1
# columns: time setpoint_temperature zone_temperature after_suppression
double G36_generic_time_suppression_reference(91,4)
0.0 294.15 294.15 1.0
60.0 295.15 294.15 1.0
120.0 295.15 294.15 0.0
180.0 295.15 294.15 0.0
240.0 295.15 294.15 0.0
300.0 295.15 294.15 0.0
360.0 296.15 294.15 0.0
420.0 296.15 294.15 0.0
480.0 296.35 294.15 0.0
540.0 296.35 294.15 0.0
600.0 296.35 294.15 0.0
660.0 296.35 294.15 0.0
720.0 297.15 294.15 1.0
780.0 297.15 294.15 1.0
840.0 297.15 294.15 1.0
900.0 298.45 297.95 1.0
960.0 298.45 297.95 0.0
1020.0 298.45 297.95 0.0
1080.0 298.45 297.95 0.0
1140.0 298.45 297.95 0.0
1200.0 298.45 297.95 0.0
1260.0 298.45 297.95 1.0
1320.0 298.45 297.95 1.0
1380.0 298.65 297.95 1.0
1440.0 298.65 297.95 1.0
1500.0 298.65 297.95 1.0
1560.0 298.65 297.95 1.0
1620.0 298.65 297.95 1.0
1680.0 298.65 297.95 1.0
1740.0 298.65 297.95 1.0
1800.0 298.65 297.95 1.0
1860.0 298.65 297.95 1.0
1920.0 298.65 297.95 1.0
1980.0 298.65 297.95 1.0
2040.0 298.65 297.95 1.0
2100.0 298.65 297.95 1.0
2160.0 298.65 297.95 1.0
2220.0 298.65 297.95 1.0
2280.0 298.65 297.95 1.0
2340.0 298.65 297.95 1.0
2400.0 298.65 297.95 1.0
2460.0 298.65 297.95 1.0
2520.0 298.65 297.95 1.0
2580.0 298.65 297.95 1.0
2640.0 298.65 297.95 1.0
2700.0 298.65 297.95 1.0
2760.0 298.65 297.95 1.0
2820.0 298.65 297.95 1.0
2880.0 302.65 298.15 0.0
2940.0 302.65 298.15 0.0
3000.0 302.65 298.15 0.0
3060.0 302.65 298.15 0.0
3120.0 302.65 298.15 0.0
3180.0 302.65 298.15 0.0
3240.0 302.65 298.15 0.0
3300.0 302.65 298.15 0.0
3360.0 302.65 298.15 0.0
3420.0 302.65 298.15 0.0
3480.0 302.65 298.15 0.0
3540.0 302.65 298.15 0.0
3600.0 302.65 298.15 0.0
3660.0 302.65 298.15 0.0
3720.0 302.65 298.15 0.0
3780.0 302.65 298.15 0.0
3840.0 302.65 298.15 0.0
3900.0 302.65 298.15 0.0
3960.0 302.65 298.15 0.0
4020.0 302.65 298.15 0.0
4080.0 302.65 298.15 0.0
4140.0 302.65 298.15 0.0
4200.0 302.65 298.15 0.0
4260.0 302.65 298.15 0.0
4320.0 302.65 298.15 0.0
4380.0 302.65 298.15 0.0
4440.0 302.65 298.15 0.0
4500.0 302.65 298.15 0.0
4560.0 302.65 298.15 0.0
4620.0 302.65 298.15 0.0
4680.0 302.65 298.15 0.0
4740.0 302.65 298.15 1.0
4800.0 302.65 298.15 1.0
4860.0 302.65 298.15 1.0
4920.0 302.65 298.15 1.0
4980.0 302.65 298.15 1.0
5040.0 302.65 298.15 1.0
5100.0 302.65 298.15 1.0
5160.0 302.65 298.15 1.0
5220.0 302.65 298.15 1.0
5280.0 302.65 298.15 1.0
5340.0 302.65 298.15 1.0
5400.0 302.65 298.15 1.0
