#1
# columns: time request_count device_status setpoint
double G36_trim_and_respond_have_hol_false_reference(23,4)
0.0 0.0 1.0 10.0
60.0 0.0 1.0 10.0
120.0 0.0 1.0 10.0
180.0 0.0 1.0 10.0
240.0 0.0 1.0 10.0
300.0 0.0 1.0 10.0
360.0 0.0 1.0 10.0
420.0 0.0 1.0 10.0
480.0 0.0 1.0 10.0
540.0 0.0 1.0 10.0
600.0 0.0 1.0 10.0
660.0 0.0 1.0 10.0
720.0 3.0 1.0 9.9
780.0 3.0 1.0 9.9
840.0 6.0 1.0 9.4
900.0 6.0 1.0 9.4
960.0 6.0 1.0 8.9
1020.0 6.0 1.0 8.9
1080.0 0.0 0.0 10.0
1140.0 0.0 0.0 10.0
1200.0 0.0 0.0 10.0
1260.0 0.0 1.0 10.0
1320.0 0.0 1.0 10.0
