#1
# columns: time supply_air_temperature supply_air_temperature_setpoint cooling_coil_valve heating_coil_valve chilled_water_reset_request chiller_plant_request hot_water_reset_request hot_water_plant_request
double G36_multizone_vav_plant_requests_reference(20,9)
0.0 300.0 300.0 0.0 0.0 0.0 0.0 0.0 0.0
60.0 299.0 295.0 0.0 0.0 0.0 0.0 0.0 0.0
120.0 299.0 295.0 0.0 0.0 0.0 0.0 0.0 0.0
180.0 299.0 295.0 0.0 0.0 3.0 0.0 0.0 0.0
240.0 297.5 295.0 0.0 0.0 2.0 0.0 0.0 0.0
300.0 300.0 300.0 1.0 0.0 1.0 1.0 0.0 0.0
360.0 300.0 300.0 0.9 0.0 1.0 1.0 0.0 0.0
420.0 300.0 300.0 0.8 0.0 0.0 1.0 0.0 0.0
480.0 300.0 300.0 0.05 0.0 0.0 0.0 0.0 0.0
540.0 300.0 320.0 0.05 0.0 0.0 0.0 0.0 0.0
600.0 300.0 320.0 0.05 0.0 0.0 0.0 0.0 0.0
660.0 300.0 320.0 0.05 0.0 0.0 0.0 0.0 0.0
720.0 300.0 320.0 0.05 0.0 0.0 0.0 0.0 0.0
780.0 300.0 320.0 0.05 0.0 0.0 0.0 0.0 0.0
840.0 300.0 320.0 0.05 0.0 0.0 0.0 3.0 0.0
900.0 300.0 310.0 0.05 0.0 0.0 0.0 2.0 0.0
960.0 300.0 300.0 0.05 1.0 0.0 0.0 1.0 1.0
1020.0 300.0 300.0 0.05 0.9 0.0 0.0 1.0 1.0
1080.0 300.0 300.0 0.05 0.8 0.0 0.0 0.0 1.0
1140.0 300.0 300.0 0.05 0.05 0.0 0.0 0.0 0.0
