#1
# columns: time active_minimum_airflow supply_air_temperature zone_temperature cooling_loop active_cooling_maximum_airflow zone_state airflow_override_index supply_fan_status discharge_airflow damper_override_index airflow_setpoint damper_command
double G36_cooling_only_dampers_reference(34,13)
0.0 0.012 290.0 295.0 0.0 0.075 2.0 0.0 0.0 0.012 0.0 0.012 0.0
60.0 0.012 290.0 295.0 0.0 0.075 2.0 0.0 1.0 0.012 0.0 0.012 0.0
120.0 0.012 290.0 295.0 0.0 0.075 2.0 0.0 1.0 0.012 0.0 0.012 0.01
180.0 0.012 290.0 295.0 1.0 0.075 2.0 0.0 1.0 0.012 0.0 0.012 0.01
240.0 0.012 290.0 295.0 1.0 0.075 1.0 0.0 1.0 0.012 0.0 0.012 0.01
300.0 0.012 290.0 295.0 0.0 0.075 3.0 0.0 1.0 0.012 0.0 0.011999999999999997 0.009999999999999972
360.0 0.012 290.0 295.0 0.5 0.075 3.0 0.0 1.0 0.03 0.0 0.0435 0.16000000000000003
420.0 0.012 296.0 295.0 0.5 0.075 3.0 0.0 1.0 0.03 0.0 0.012 0.0
480.0 0.012 294.9 295.0 0.5 0.075 3.0 0.0 1.0 0.03 0.0 0.012 0.0
540.0 0.012 294.7 295.0 0.5 0.075 3.0 0.0 1.0 0.03 0.0 0.0435 0.1820987654320988
600.0 0.012 290.0 295.0 0.5 0.075 3.0 1.0 1.0 0.02 0.0 0.0 0.0
660.0 0.012 290.0 295.0 0.5 0.075 3.0 2.0 1.0 0.02 0.0 0.09 0.8310150891632373
720.0 0.012 290.0 295.0 0.5 0.075 3.0 3.0 1.0 0.02 0.0 0.01 0.097681755829904
780.0 0.012 290.0 295.0 0.75 0.075 3.0 4.0 1.0 0.02 0.0 0.05925 0.622681755829904
840.0 0.012 290.0 295.0 0.25 0.075 3.0 -1.0 1.0 0.02 0.0 0.027749999999999997 0.35990397805212615
900.0 0.012 290.0 295.0 0.6 0.075 3.0 0.0 1.0 0.02 3.0 0.0498 0.6221262002743484
960.0 0.012 290.0 295.0 0.6 0.075 3.0 2.0 1.0 0.01 0.0 0.09 1.0
1020.0 0.012 290.0 295.0 0.6 0.075 3.0 1.0 1.0 0.06 0.0 0.0 0.0
1080.0 0.012 290.0 295.0 1.0 0.075 3.0 0.0 1.0 0.0 2.0 0.075 1.0
1140.0 0.012 290.0 295.0 1.0 0.075 3.0 0.0 1.0 0.0 1.0 0.075 0.0
1200.0 0.012 290.0 295.0 1.0 0.075 3.0 0.0 1.0 0.0 0.0 0.075 1.0
1260.0 0.012 290.0 295.0 0.0 0.075 3.0 0.0 0.0 0.0 0.0 0.011999999999999997 0.8014452920119048
1320.0 0.012 290.0 295.0 0.0 0.075 3.0 0.0 0.0 0.09 0.0 0.011999999999999997 0.0
1380.0 0.012 290.0 295.0 0.0 0.075 3.0 0.0 1.0 0.09 0.0 0.011999999999999997 0.0
1440.0 0.012 290.0 295.0 0.0 0.075 3.0 0.0 1.0 0.09 0.0 0.011999999999999997 0.010000000000000009
1500.0 0.012 290.0 295.0 0.4 0.075 3.0 2.0 1.0 0.0 0.0 0.09 1.0
1560.0 0.012 290.0 295.0 0.4 0.075 3.0 2.0 1.0 0.0 0.0 0.09 1.0
1620.0 0.012 290.0 295.0 0.4 0.075 3.0 2.0 1.0 0.0 0.0 0.09 1.0
1680.0 0.012 290.0 295.0 0.4 0.075 3.0 2.0 1.0 0.0 0.0 0.09 1.0
1740.0 0.012 290.0 295.0 0.0 0.075 3.0 0.0 1.0 0.09 0.0 0.011999999999999997 0.0
1800.0 0.012 290.0 295.0 0.0 0.075 3.0 0.0 1.0 0.09 0.0 0.011999999999999997 0.0
1860.0 0.012 290.0 295.0 0.5 0.075 3.0 0.0 1.0 0.04 -1.0 0.0435 0.5740344710576213
1920.0 0.012 296.0 295.0 1.0 0.075 3.0 0.0 1.0 0.02 0.0 0.012 0.4540344710576213
1980.0 0.012 294.7 295.0 1.0 0.075 3.0 0.0 1.0 0.02 0.0 0.075 1.0
