#1
# columns: time outdoor_air_temperature outdoor_air_cutoff outdoor_damper_min outdoor_damper_max return_damper_max return_damper_min return_damper_physical_max supply_fan_on freeze_protection_stage outdoor_damper_max_limit return_damper_max_limit return_damper_min_limit
double G36_multizone_vav_economizer_enable_reference(24,13)
0.0 294.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
60.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
120.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
180.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
240.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
300.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
360.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
420.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
480.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
540.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
600.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.9 0.8 0.1
660.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 0.0 0.0 0.9 1.0 1.0
720.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 0.0 0.0 0.2 1.0 1.0
780.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 0.0 0.0 0.2 1.0 1.0
840.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 0.0 0.0 0.2 0.8 0.8
900.0 296.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 1.0 0.2 0.8 0.8
960.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.9 0.8 0.1
1020.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.9 0.8 0.1
1080.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.9 0.8 0.1
1140.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.9 0.8 0.1
1200.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.9 1.0 1.0
1260.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 1.0 1.0
1320.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 1.0 1.0
1380.0 293.0 295.0 0.2 0.9 0.8 0.1 1.0 1.0 0.0 0.2 0.8 0.8
