#1
# columns: time outdoor_airflow_normalized minimum_outdoor_airflow_setpoint_normalized supply_temperature_signal outdoor_air_temperature supply_fan_status operation_mode freeze_protection_stage outdoor_damper_min_limit minimum_outdoor_air_loop_enabled outdoor_damper_command return_damper_command
double G36_multizone_vav_economizer_controller_single_damper_relief_damper_fixed_21_reference(24,12)
0.0 0.0 0.2 -0.5 293.0 1.0 1.0 0.0 0.4 1.0 0.4 1.0
60.0 0.0 0.2 -0.25 295.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0
120.0 0.0 0.2 -0.125 295.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
180.0 0.0 0.2 0.0 295.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0
240.0 0.0 0.2 0.125 295.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
300.0 0.0 0.2 0.25 295.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0
360.0 0.0 0.8 0.5 295.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
420.0 0.0 0.8 -0.5 295.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0
480.0 0.0 0.8 -0.25 295.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
540.0 0.0 0.8 -0.125 295.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0
600.0 0.0 0.8 0.0 295.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
660.0 0.0 0.8 0.125 295.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
720.0 0.0 0.8 0.25 295.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
780.0 0.0 0.8 0.5 295.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
840.0 0.0 0.8 -0.5 295.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0
900.0 0.0 0.2 -0.25 295.0 1.0 1.0 1.0 0.0 1.0 0.0 1.0
960.0 0.0 0.2 -0.125 293.0 1.0 1.0 0.0 0.0 1.0 0.5 1.0
1020.0 0.0 0.2 0.0 293.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
1080.0 0.0 0.2 0.125 293.0 1.0 1.0 0.0 0.0 1.0 1.0 0.5
1140.0 0.0 0.2 0.25 293.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
1200.0 0.0 0.2 0.5 293.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
1260.0 0.0 0.2 -0.5 293.0 1.0 0.0 0.0 0.0 0.0 0.0 1.0
1320.0 0.0 0.2 -0.25 293.0 1.0 1.0 0.0 0.0 1.0 0.0 1.0
1380.0 0.0 0.2 -0.125 293.0 1.0 1.0 0.0 1.0 1.0 1.0 0.0
