#1
# columns: time supply_air_temperature supply_air_temperature_setpoint supply_fan_status uTSup yHeaCoi yCooCoi
double G36_multizone_vav_supply_signals_reference(10,7)
0.0 300.0 295.0 0.0 0.0 0.0 5.551115123125783e-17
1.0 300.0 295.0 1.0 0.25 0.0 5.551115123125783e-17
2.0 300.0 295.0 1.0 0.0 0.0 5.551115123125783e-17
3.0 295.0 300.0 1.0 -0.4995833333333333 0.3327777777777778 5.551115123125783e-17
4.0 310.0 295.0 1.0 0.5 0.0 0.33333333333333337
5.0 320.0 295.0 1.0 1.0 0.0 1.0
6.0 295.0 320.0 1.0 -1.0 1.0 5.551115123125783e-17
7.0 295.0 320.0 0.0 0.0 0.0 5.551115123125783e-17
8.0 295.0 320.0 1.0 -1.0 1.0 5.551115123125783e-17
9.0 295.0 320.0 1.0 0.0 0.0 5.551115123125783e-17
